id,type,entity
ch1934,Chemical,calciumrich
ge6136,Gene,CRVEM
ge17648,Gene,hsamiR1955p
ch5322,Chemical,TKI
ge19383,Gene,sNectin2
ch1096,Chemical,alkyl
ge16943,Gene,Mp4
ge17438,Gene,NHLF
ge8709,Gene,KEAP1Mut
ge4193,Gene,BMSCexomiR30b5p
ge1403,Gene,miR494
ch1916,Chemical,KSY
ch1125,Chemical,Sphingolipid
ge2780,Gene,MFI2
ch2585,Chemical,dicarbonyl
ge20184,Gene,TJPs
ge16387,Gene,METTL14IGF2BP2
ch2548,Chemical,PCIBP
ch1775,Chemical,1HNMR
ge5481,Gene,angiotensinogen
ch2272,Chemical,fluoromisonidazole
di1374,Disease,nonEGFRKDDs
ge18815,Gene,afatinib
ge14012,Gene,ADM2
ge10731,Gene,Wnt7betacatenin
di6457,Disease,albuminuria
ge2576,Gene,T8sendriven
ge1703,Gene,HCPT
di6398,Disease,NMSC
di10261,Disease,tumourinduced
ch2060,Chemical,5Aza2deoxycytidine
di10803,Disease,dMMR
ge14226,Gene,PML
ge9355,Gene,JNKmediated
ge13360,Gene,lysosome
ge9000,Gene,NOTCH4DeltaL1216
di9619,Disease,LCLC
ge7538,Gene,LYMPH
ge10306,Gene,CD8PDL1
ge5565,Gene,MSAG
ch4552,Chemical,6Gingerol
ge9947,Gene,NQO1mediated
ge18316,Gene,TFA
ge14054,Gene,NORAD
ge3852,Gene,TMBPDL1
ch3019,Chemical,GSE153434
ch4018,Chemical,epirubicinpaclitaxel
di4896,Disease,cancerinduced
ge9216,Gene,DLL3Low
ge21085,Gene,tetraspanin29
ge3000,Gene,ferroptosislncRNAs
ch3612,Chemical,phenylenediamine
ge17441,Gene,pALK
ch2942,Chemical,ester
di14196,Disease,T
ch420,Chemical,ICyNLG
ge17621,Gene,Sox9
ge19990,Gene,PD1ligands
ge15769,Gene,MiAgrelated
di3208,Disease,HER2
ge14379,Gene,IL15IL15Ralpha
ch5811,Chemical,bzacen
ch4036,Chemical,tepotinib
ge18397,Gene,FAM111B
ch5782,Chemical,Rhamnazin
ge6468,Gene,SIRT6
ge13338,Gene,BAK1
ch382,Chemical,JW651
ge9462,Gene,NFkappaBSTAT3
ch46,Chemical,Steen
ge5524,Gene,CD44v6positive
ge16631,Gene,BCKDHA
di11702,Disease,PFSOS
ge18382,Gene,HBeAg
ge17350,Gene,LGALS3
ch118,Chemical,HydroxychloroquineLoaded
ch3481,Chemical,pegfilgrastim
ge1753,Gene,MTA
ch3920,Chemical,STRO002
ch3359,Chemical,betahydroxybutyrate
ge9249,Gene,SCC
ge20201,Gene,alphavbeta3positive
ge6062,Gene,HNF4G
ge20841,Gene,LC3II
ge2058,Gene,CPSF
ge19725,Gene,ERalpha
ge18107,Gene,MeT5A
ge15068,Gene,SETDB2
ge2348,Gene,serpins
di4870,Disease,LVIpositive
ch719,Chemical,daidzein
ge5876,Gene,MYH16
ge8873,Gene,NFkappaBdependent
di13314,Disease,FRAX
ge6481,Gene,primary
ge18813,Gene,HNF4Aaltered
ge15756,Gene,VEGFVEGFR
ge15520,Gene,MMP9
ch1806,Chemical,Methicillinresistant
ge11095,Gene,antiLL2shPdl1
ge5296,Gene,PDK1Akt
ge18908,Gene,YES1
ge11720,Gene,CA
ge17947,Gene,CAPdependent
ge3689,Gene,SPOCK2
ge15543,Gene,EIF5A
ch5857,Chemical,taxanes
ge20767,Gene,HBB
ge13296,Gene,KRASnonG12C
ge4412,Gene,circ0072088
di4655,Disease,UME
ch2314,Chemical,pyrazole
ge7490,Gene,miR155
ge17826,Gene,DDX23
di10839,Disease,TSCLAM
ge11113,Gene,CD155
ge8426,Gene,hematoxylineosin
ge3131,Gene,CAM5
ch1095,Chemical,Fructose
ge753,Gene,Retinoblastoma
ch2034,Chemical,renin24
ge20,Gene,LFNG
ge7991,Gene,NTG
ge6593,Gene,COAD
ge21334,Gene,lysosomerelated
ge10720,Gene,Snail1
ge19928,Gene,CENPE
di10071,Disease,scratching
ge18721,Gene,HOXD9mediated
ge20449,Gene,let7c5pHMMR
di7694,Disease,AIDS
ch3198,Chemical,Alkannin
ch1230,Chemical,Triptonodiol
ge21134,Gene,PTXR
ch129,Chemical,18FFSPG
ge12805,Gene,ST3GAL5
ge5163,Gene,bclxL
di7336,Disease,hyperlipidemic
di8016,Disease,atherosclerosisAS
ge1856,Gene,KRASPI3KAktmTOR
ge8574,Gene,IKKalpha
ge2045,Gene,FKBP10
ch144,Chemical,PLTs
di4629,Disease,reversible
ge5999,Gene,G3BP2
ge10223,Gene,circ0001777
di6892,Disease,TT
ge201,Gene,FLASH1L
ch625,Chemical,tamoxifeninduced
ge14866,Gene,CAP
ge16564,Gene,HSPs
ch2032,Chemical,GSK126
di2486,Disease,Australasian
ge14424,Gene,collagenactivated
ge6338,Gene,subunits
ge6248,Gene,TNFR1
ge16208,Gene,miR4514
ch3778,Chemical,N1456
ge7090,Gene,vimentin
ge2451,Gene,ASS1
ge2608,Gene,H3K9me2mediated
ge3010,Gene,IRE1alphaKO
ch5599,Chemical,Geiparvarin
ge1653,Gene,FGF5
ch400,Chemical,Crotonaldehyde
ge12363,Gene,H3K36me3
di2603,Disease,RLs
ge6715,Gene,MFN2
ge18525,Gene,antiTNC
di9305,Disease,TTNTD
ge19333,Gene,miR5905p
ge10644,Gene,TP53Arg72Pro
ge4931,Gene,CXCL13upregulated
ch1333,Chemical,iodoacetamide
ge20091,Gene,vRaf
ch4357,Chemical,choline
ge5648,Gene,histones
ch2551,Chemical,trehalose
ge18170,Gene,cytokeratin19fragment
ch5724,Chemical,CArich
ge1819,Gene,GCAT
ge14603,Gene,S1
ge13784,Gene,P1NP
ge7715,Gene,BRD4Dependent
ch5369,Chemical,helium
ge2568,Gene,CD49aCD16
di2827,Disease,CVDspecific
ch5173,Chemical,thiamine
ge17823,Gene,SN38
di5324,Disease,local
ge11812,Gene,BRAFMEK
ge14083,Gene,ANGPT4
ge16072,Gene,sirtuin6
ge18084,Gene,Sp1
ch146,Chemical,Pemetrexed
ch3538,Chemical,KN046
ge662,Gene,CMTM7
ch5576,Chemical,styryl
ge11646,Gene,G15
ge19145,Gene,CD3EAP
ge257,Gene,RSRC1
ge15314,Gene,GPR19expressing
ge3568,Gene,KRASG12Cmutant
ge12298,Gene,15LO
di12680,Disease,ADRs
ge3838,Gene,miR34cNotch1
ch298,Chemical,Niclosamide
ge10396,Gene,USP7
ch4160,Chemical,HMON
ge15499,Gene,ALYREFdependent
di6634,Disease,PTCF
ge10456,Gene,CCL20CCR6
ge191,Gene,sgARID1A
ge19111,Gene,IL8CXCL8
ge13086,Gene,P53
ch195,Chemical,circ0060937
di6947,Disease,kyphosis
ch1409,Chemical,IR780
di12895,Disease,Acute
ge15836,Gene,MAP1
ge9866,Gene,CDP
ge3985,Gene,SCT
ch2569,Chemical,spermidinespermineN1acetyltransferase1
ge10026,Gene,FLIPexpressing
ge11276,Gene,TSIIAcirc0020123miR1299HMG
ch2557,Chemical,Fifitynine
ge9746,Gene,IRGs
ge3537,Gene,GzB
ge880,Gene,IL8CXCR12
di5792,Disease,autism
di3808,Disease,RWS
ch3370,Chemical,Cytarabine
ch3390,Chemical,marimastat
ge6230,Gene,RHAMM2
ge3352,Gene,EGFRL858RT790MC797SEGFRDel19T790MC797S
ge4389,Gene,betacateninBCL9
ch1338,Chemical,YK029A
ch2492,Chemical,mucicarmine
di10152,Disease,PIR
ch3693,Chemical,Butein
ge1239,Gene,ROCK2
ch360,Chemical,HCPT
ch2107,Chemical,ICIILD
ge13902,Gene,NRAS
ch3833,Chemical,Enshatinib
di4027,Disease,EPNECs
ch378,Chemical,solanidine
ge1223,Gene,LCSePs
ge11081,Gene,SOCS
ge7564,Gene,KRASaltered
ch666,Chemical,dabrafenibtrametinib
ge15861,Gene,TC50
ch930,Chemical,astaxanthing
ch880,Chemical,D1399
ch849,Chemical,Streptozotocin
ch3544,Chemical,ATO
ge951,Gene,microRNA106b
ge5113,Gene,KLK14
ge19327,Gene,C13
di11106,Disease,pneumothoraces
ge2688,Gene,hsamiR2213p
ge206,Gene,Abcb1abAbcg2
ge16434,Gene,MAP2K1
ge15535,Gene,SEC31A
di2538,Disease,hepatic
ge12103,Gene,FAT4
di171,Disease,GEMM
ge15770,Gene,GSAGI
ch2846,Chemical,tetracycline
ge6223,Gene,circATP9AHuRNUCKS1
ge10992,Gene,miR137
ge21250,Gene,betahairpin
ge3088,Gene,FTFSLDTSK
ge7067,Gene,SF
ge4158,Gene,GALNT2
ge10006,Gene,TP53wildtype
ge12696,Gene,ToxImmune
ge2114,Gene,NoscapineHb
ge16213,Gene,mCherryEGFRLC3
ch837,Chemical,Fatoms
ge16865,Gene,Aromatase
di6939,Disease,adenocarcinomatous
ge15673,Gene,tRFs
ge11948,Gene,AKTFOXO1p21
ge15930,Gene,GATA3positive
ge6326,Gene,trypsin
di3400,Disease,oedema
ge4571,Gene,miR130a3p
ge16546,Gene,Bim
ge12899,Gene,GCLC
ge15146,Gene,IgApositive
di587,Disease,AO
ch3605,Chemical,anthracycline
ge10792,Gene,Gab2TAK1
ge11543,Gene,E2F7
ch4619,Chemical,TBL2
ch975,Chemical,cisplatinetoposide
ge11496,Gene,Ambra1mediated
ch5953,Chemical,palmitate
di10968,Disease,DKDrelated
ge3402,Gene,Sirt3
ge1822,Gene,PTTG1
ch2086,Chemical,Docetaxel
ch2922,Chemical,boronate
di5441,Disease,CDX
ch339,Chemical,TAK931
di6278,Disease,IS
ge17755,Gene,PRF1
ch4124,Chemical,Fluorouracil
ge14901,Gene,ILbeta1
di6394,Disease,TBL
ge14904,Gene,mTORHIF1alphaVEGF
di8082,Disease,tumourbearing
ge7111,Gene,mesothelin
ge19888,Gene,GLIS2
ge15417,Gene,HRVA89
ge19903,Gene,Noxa
ch4662,Chemical,acetyl
di6733,Disease,NP
di14216,Disease,ALKis
ge19374,Gene,MIP4
ch5172,Chemical,Ce6
ch4300,Chemical,propylparaben
ch3799,Chemical,spiro
ge10805,Gene,MMP11
ch3398,Chemical,cycloheximide
ge19137,Gene,TGFbeta2
di1790,Disease,IgG4RTD
ge3015,Gene,CYTORmiR103a3pHMGB1
di4908,Disease,Metformin
ge781,Gene,NRF2SMN
ch855,Chemical,porphyrin
ch4835,Chemical,bufalin
ge1727,Gene,YAP1
ge8632,Gene,Ctr1
di10457,Disease,DAD
ge1426,Gene,Naindependent
ge6612,Gene,EIF4A3AGAP2AS1MyD88NFkappaB
ch2248,Chemical,circ00006324
ge16203,Gene,CDH5
ge10111,Gene,GRe
ge3783,Gene,rbcLBF
di9632,Disease,Aotearoa
ge6414,Gene,ETS2cRafpMEKpERK
ch5553,Chemical,lcysteine
ch912,Chemical,TCIPA
ch1801,Chemical,CAPE
ge2958,Gene,PECAM1
ge13897,Gene,sCTLA4
ge8856,Gene,RASGRP2
ch5735,Chemical,PtB
ge19119,Gene,TFAP2AHMGA1
di11842,Disease,FLSs
ge8849,Gene,MAPKERK12
di4594,Disease,scleral
ge20613,Gene,YAP1dominant
ge10769,Gene,Neopterin
ch3664,Chemical,WX0593
ge15143,Gene,POLDIP2
di12071,Disease,tumourspecific
ge3709,Gene,SLC19A1
ge13041,Gene,CDK1213
ch286,Chemical,ONO4578
ch717,Chemical,tripeptides
ge4568,Gene,Ptprz1
ge4595,Gene,IL
ge20167,Gene,HAR1B
ch3459,Chemical,Auranofin
di1554,Disease,Osimertinib
ge15958,Gene,RPPH1
ge15307,Gene,TPX2
di9618,Disease,nephrotoxicity
di9829,Disease,sarcopenia
di7607,Disease,mesotheliomabearing
ge10493,Gene,caspasegasderminAKT
ge15544,Gene,ERBB2target
di8642,Disease,PSSL
ge12049,Gene,Aspiletreins
ge350,Gene,rhGas6
ch3913,Chemical,ER121
ch1013,Chemical,Rb1
ge17319,Gene,NLRP3ASCCaspase1
ch1163,Chemical,myricitrin
ge4770,Gene,GATA3
di5909,Disease,IPC
ge15352,Gene,EGOS
di637,Disease,Fusicatenibacter
ge14714,Gene,NFkappaBspecific
ge16919,Gene,LCE3E
ge6398,Gene,ERKcMyc
ch3821,Chemical,Hoechst33258
ge14723,Gene,TIP1
ge13795,Gene,AMI1
ge17724,Gene,KRASmutant
ge4351,Gene,RGCC
di5294,Disease,scarringfibrosis
ch5840,Chemical,oxaliplatin
di8271,Disease,Normotensive
ch5677,Chemical,ZnF3
ge1746,Gene,Nalphaacetyltransferase
ge14737,Gene,miR125b5pE2F3
ch1716,Chemical,9FCAP
ch2567,Chemical,ASN
ge5104,Gene,Lkb1deficient
ge4200,Gene,GEMcontaining
ge4269,Gene,alphaHBDH
ge19666,Gene,FPR1
ch3897,Chemical,paclitaxelcarboplatin
di9112,Disease,hyponatremic
ge10427,Gene,DNAPKcsKu70
di2644,Disease,Cardiotoxicity
di5558,Disease,SBS
ge5597,Gene,EGFRmut
ge2367,Gene,PRO
ch1757,Chemical,norharmane
ge7997,Gene,HIF1alphaMalat1miR141
ch3752,Chemical,Doxconjugated
ge4050,Gene,angiopoeitin2
ge20868,Gene,KAT2a
ch618,Chemical,ropivacainebased
ge17150,Gene,EGFstimulated
ge8680,Gene,PRSS3
ge14830,Gene,DNase
di10875,Disease,CRF
ge16561,Gene,miRNA965p
ge20088,Gene,MiR3373p
ch4907,Chemical,catechol
ge15113,Gene,CircADRM1
ch2106,Chemical,Circ0060967
ge11797,Gene,RIPK1mediated
ge2455,Gene,SEC11C
ch4145,Chemical,MON
ge117,Gene,F13A1
di9094,Disease,NRAS
ch3219,Chemical,Halcyon
di10643,Disease,silicosis
ch4521,Chemical,wortmannin
di1325,Disease,EDSCLC
ge16366,Gene,miR12985p
ch949,Chemical,Snitrosothiols
di6477,Disease,WSP
ge5621,Gene,collagens
di3984,Disease,lymph
ge2768,Gene,TLRs
ge13939,Gene,LGALS9
di10207,Disease,SNPM
di8727,Disease,AF
ge147,Gene,UBC
di4447,Disease,RMS
ch4565,Chemical,NTBP
di8844,Disease,FBS
ge675,Gene,SMI
ge20279,Gene,MicroRNA592
ge18729,Gene,WRAP531beta
ge8582,Gene,miR1299GBP1
di14548,Disease,IMDSE
ch4917,Chemical,monoterpene
di14769,Disease,LCNECSCLC
ge1700,Gene,Luteolin
ge4043,Gene,IL1RA
ge17562,Gene,AntiPDL1
ge8177,Gene,Kmt2d
ge15822,Gene,KrasG12Dinduced
di11592,Disease,LCIIP
di1139,Disease,SCLCinduced
ge3626,Gene,MiR19a3p
ch2279,Chemical,18FFBPA
ch2148,Chemical,platinumresistantrefractory
ge7012,Gene,pAMPK
ge13588,Gene,IgA
ge17379,Gene,ACTHsecreting
ge2853,Gene,PAX7positive
ge7598,Gene,antiRNase
ge11867,Gene,BCLI0186
di7446,Disease,RT
ge13473,Gene,TRPS1
ge15821,Gene,EpCAMpositive
ge1200,Gene,IL1ss
di3965,Disease,colorectal
ge11944,Gene,Abeta
ge5373,Gene,NLRC4
ch867,Chemical,copper
ge2782,Gene,THSD7A
ge16391,Gene,antiPD1anti
ch149,Chemical,apigenintreated
ch5761,Chemical,Nphenylacetamide
ge6530,Gene,CircMGEA5
di6085,Disease,LSCC
di5743,Disease,Isolated
ge1350,Gene,miR5113pPDL1
ge1496,Gene,LINC00511
ge12698,Gene,Cripto1
di568,Disease,IMDPE
ch2378,Chemical,anlotinib
ge18179,Gene,SPDEFhi
ch475,Chemical,5ethynyl20deoxyuridine
ch4079,Chemical,Cs131
ge12317,Gene,CXCL11
ge15252,Gene,MMPgene
ge6269,Gene,CircMACF1
ge15951,Gene,MIR99AHG
ge7442,Gene,PARP2
ch5502,Chemical,HCQBSA
di15575,Disease,calcification
ge21221,Gene,GAD2
ge2966,Gene,PlexinD1
ge20634,Gene,SUMOylated
ch3827,Chemical,Coumarins
ge1356,Gene,CBLsiRNACBLsiRNA
ge14375,Gene,Collagen1
ge13216,Gene,EGFRTKItreated
ge20282,Gene,NCK1AS1
ch4672,Chemical,LY103
ge4547,Gene,interferonmediated
ge6722,Gene,RAF1
ge8677,Gene,PKM2
ge9656,Gene,sTNFR2
di13778,Disease,hepatopancreaticbiliary
ge3297,Gene,IFNgamma
ge990,Gene,REVERBalpha
ge21230,Gene,ABZ
di9982,Disease,mNGS
ge18925,Gene,Trim63
ge15251,Gene,miR3615p
ge6793,Gene,BSG
ge12753,Gene,ARID2
ge10621,Gene,EZH2deficient
ge20101,Gene,METamplifiedoverexpressed
di4448,Disease,anticancer
ch4900,Chemical,ASK120067
ge11524,Gene,eIF4E
ge11327,Gene,EGFRWILD
di3586,Disease,IBPA
ge13289,Gene,pCas9survivin
ge19174,Gene,NKG2DL
ge14831,Gene,H3K9me3
ge15807,Gene,nonEML4
ch756,Chemical,radonrelated
ge20434,Gene,Interleukin1
ge20538,Gene,97150
ge17004,Gene,ICGs
ge6545,Gene,LIFRoverexpressing
ch4076,Chemical,DDPresistant
ge17642,Gene,IL1B
ge6078,Gene,pIkappaB
ge399,Gene,LXRmediated
ch441,Chemical,houttuyfonate
ge9851,Gene,CTBP1Mediated
ge3503,Gene,VGinduced
ch5153,Chemical,TAS2940
ge4696,Gene,Rg1
ge7851,Gene,JAM1
ge19010,Gene,miRNA30a5pVCAN
ch3187,Chemical,6gingerol
ch3954,Chemical,Ropivacaine
ge10269,Gene,panERBB
di5937,Disease,F37
ge5085,Gene,ubh4BAP1
ge14856,Gene,YTHDC1
ch191,Chemical,Emodin
ge8725,Gene,HA
ge17841,Gene,FAF1
ch4457,Chemical,Eriocitrin
ge873,Gene,interleukin10
di9418,Disease,CQD
di5868,Disease,RN
ge15300,Gene,NHE1
ge15541,Gene,AQP3
ch4026,Chemical,azidealkyne
ge12009,Gene,STK24STAT3VEGFA
ge15208,Gene,FNtargeted
ge18705,Gene,M2type
ge6387,Gene,MiR133bmediated
ge5441,Gene,Cdc48p97
ge5946,Gene,miR215
di782,Disease,bulky
ch2491,Chemical,Hematoxylin
ge4943,Gene,Ntn4
ge6526,Gene,RAD52
ge21303,Gene,HDAC2miR130a3pRad51
ch2204,Chemical,4nitrophenol
ge6714,Gene,Eselectin
ge4282,Gene,Gasdermin
di11892,Disease,asystole
ch3094,Chemical,CisplatinPemetrexed
ge6366,Gene,TLGwb
ge14693,Gene,ETS
ge7450,Gene,Claudin
ge4879,Gene,SRSF9
di8689,Disease,PDR
ge11411,Gene,hsamiR46973p
ge4783,Gene,MEM288
ge13088,Gene,pERK2
ch3537,Chemical,LowDose
ge889,Gene,NFE2L2mutated
ge5713,Gene,DRs
ge13330,Gene,ICAM
ge15962,Gene,GF
ge199,Gene,BTK
ge19317,Gene,PRLs
ge19238,Gene,EGR1
ge17490,Gene,KrasG12Dtrp53
ch4316,Chemical,hsacirc0007444
ge6255,Gene,PRELP
ch2200,Chemical,BTA
ge20561,Gene,FADS1
ge6542,Gene,antiPDL1
ge1841,Gene,NFL
ge15472,Gene,BACH1
ge19810,Gene,pAkt
di12426,Disease,APS
ch4046,Chemical,crizotinibloaded
ge10581,Gene,IgG4RTD
ge19660,Gene,NPM3
ch5671,Chemical,polydatin
di12367,Disease,tumoral
ge16488,Gene,antiHER2
ge20571,Gene,TTF1P40NSCLC
ge4186,Gene,mEGFRs
ge9936,Gene,METex14
ch4937,Chemical,hexanoate
di13199,Disease,aspergilloma
ge9311,Gene,STRO002
ge14724,Gene,TWS119
ge12066,Gene,KAT7
di8000,Disease,UCLI
ge9801,Gene,Ki67
ge13258,Gene,angiostatin
ge16520,Gene,PTX3
ch2041,Chemical,TTC
ch2260,Chemical,paclitaxelplatinumbased
ch5080,Chemical,HIPEC
ch5700,Chemical,acylcarnitines
ge15688,Gene,NDRG1009miR34c5pVEGFA
ge11049,Gene,ERBB2negative
ch5548,Chemical,Eselectin
di9162,Disease,CLNSCLC
ch1601,Chemical,metoprolol
ge12811,Gene,Orthopedia
ch1162,Chemical,stattic
ge18625,Gene,miR215pPTENPI3KAKT
ge17506,Gene,METSRCSTAT3NANOG
ge13936,Gene,NCadherin
ge3134,Gene,DPM
ge14153,Gene,CKS1B
ge14875,Gene,Snailmediated
ge17131,Gene,LZTR1RIT1
ge16234,Gene,CXCR4CXCL12
ge12599,Gene,SMAD4
ge12248,Gene,RHOJ
ch3765,Chemical,TPLTFBF
di15222,Disease,ICIs
ch2824,Chemical,YAP
ge2799,Gene,FKBP1A
ge15797,Gene,ACLYmediated
ch2484,Chemical,fangchinoline
ge3367,Gene,BAP1negativeASS1expressing
ge15503,Gene,PRG
di1064,Disease,prehabilitation
ge8830,Gene,sCD30
di9241,Disease,DMs
ge4339,Gene,DSF
ge2663,Gene,ATX
ge2672,Gene,PTPRO
ge2794,Gene,FARSB
ge18818,Gene,WNT5A
ch1712,Chemical,flavonol3Orhamnoside
ch1072,Chemical,HP661
ch5225,Chemical,Triptonodioltreated
ch1205,Chemical,Radon
di10291,Disease,GEnC
ge11246,Gene,GAPDH
ge10591,Gene,AntibodyDrug
ge6842,Gene,Snf7
ge12151,Gene,PARPi
di1179,Disease,IM
di2268,Disease,PLT
di7891,Disease,L
ge8114,Gene,esterasemediated
ge2493,Gene,TTN
di14907,Disease,SCLCtransformed
ge21040,Gene,CB
ch3461,Chemical,oxitidine
ge12955,Gene,MIR4255PDNYC1I2
di5100,Disease,OA
ch5088,Chemical,ravtansine
ge18833,Gene,desmoglein
ge6686,Gene,CAFrelated
ge15402,Gene,FGFR4wt
ch443,Chemical,Sulfasalazine
ge10366,Gene,CX3CL1CX3CR1mediated
ge14602,Gene,Smad4
di8282,Disease,MPE
ge11562,Gene,miR4903pHMGB2
ge2216,Gene,BRAFV600EKmutant
ge4031,Gene,sVCAM1TertileT3
ge11891,Gene,APIP
ge12281,Gene,Caveolin1
di1494,Disease,cancerspecific
ge5465,Gene,GPNMB
ch784,Chemical,temsirolimus
di5604,Disease,EEP
ge7101,Gene,COL6A6
ge2805,Gene,HLAB
di14258,Disease,ICIarthritis
ge16818,Gene,gammaPGACL
di1361,Disease,TTD
ge15025,Gene,P65
ge18072,Gene,GLUT
ch3777,Chemical,Sugammadex
di7859,Disease,Highrisk
di12618,Disease,DR
di11947,Disease,NSAMDA
di3655,Disease,neurologic
ge5452,Gene,linc01555
ge2004,Gene,CHEK2
ge19890,Gene,MAFGAS1
ch1628,Chemical,AS1517499
ge12914,Gene,CALB2
ge15102,Gene,OxLDL
ch2860,Chemical,UGCG
ch2692,Chemical,tetrahydrocannabivarin
ge19358,Gene,sICAM
ge11262,Gene,Tau
di9346,Disease,PCLS
di10458,Disease,amNSCLC
ge4114,Gene,angiopoietin2
di3664,Disease,LOHS
ch4183,Chemical,CO2
ge19061,Gene,ICG
ch62,Chemical,benzoapyrene
ch212,Chemical,Hg2
ge5202,Gene,interalpha5beta1cAblYAP
ge6418,Gene,hsacirc0063526
ge11447,Gene,ANXA2
ge15760,Gene,EGFRALK
ge20068,Gene,IGFIR
ge14832,Gene,TRIM17induced
ge8953,Gene,edtCIRI27
ge18927,Gene,PRGs
ge19141,Gene,WNTTNKSbetacatenin
ge19759,Gene,Tf
ge20915,Gene,GEnC
ge795,Gene,RARR1
ch2128,Chemical,MPDA
ge98,Gene,ANKRD49
ch3264,Chemical,Lysine9
di13797,Disease,MWALT
ch4577,Chemical,SCFAs
ge17515,Gene,FKBP
ch3906,Chemical,phencyclidine
ge732,Gene,sCD13
di2834,Disease,cancerpredisposing
ge2749,Gene,HBVDNA
di3381,Disease,hMPM
ge19745,Gene,18FFAPI74
ge13814,Gene,tyrosinekinaseinhibitor
ge14847,Gene,circN4BP2L2overexpressed
ch4440,Chemical,pemetrexedloaded
ge3509,Gene,ITGAV
di8817,Disease,Delirium
ch1052,Chemical,tastin
ch2476,Chemical,6hydroxyflavanone
ch3025,Chemical,BX795
ge13487,Gene,Cbx4
di8570,Disease,PG
ge19410,Gene,KRASwildtype
ge19601,Gene,ubh4A87D
ge21008,Gene,AHRR
ch5237,Chemical,Bemcentinib
ge19905,Gene,Let7b5p
ge1733,Gene,CCL171922
ge17974,Gene,Ceramidase
ge12335,Gene,interleukin13
ch3156,Chemical,YM155
ge13698,Gene,ATL2
ge15979,Gene,Metalloproteinase2
ge3895,Gene,Palladin
ch963,Chemical,LINC01572
ch2640,Chemical,phytosphingosine
ge21056,Gene,Mecp2
ge18953,Gene,miR4975pIGF1R
ge17048,Gene,p38beta
ch2602,Chemical,MbetaCD
ge119,Gene,Bcell
ch4715,Chemical,octreotide
di6646,Disease,Hydroureteronephrosis
ge15968,Gene,L747A750P
ch2140,Chemical,Hoechst33342PI
ge20887,Gene,POLE2
ge4342,Gene,BX7t
ge6304,Gene,activatedCCS
ch4742,Chemical,ML265
ge7439,Gene,circNRIP1
ge9284,Gene,TNS4
ge10655,Gene,STAT3KEVs
di10475,Disease,metastases
ge14291,Gene,ALKEML4
ch3938,Chemical,Trametinib
ge19284,Gene,miR196a
ge1842,Gene,SCr
ge12764,Gene,O10
ge16212,Gene,tuberculin
ge12995,Gene,PLAUR
ge11989,Gene,caspasemediated
ge20909,Gene,CCL18STAT3
ch2639,Chemical,Silver
ch5481,Chemical,SerThr
ge587,Gene,NFkappaBp65
di13224,Disease,tumornontumor
ge4056,Gene,EGFRwildtypeALKwildtype
ch3826,Chemical,levothyroxine
ch5932,Chemical,GdB
ge19815,Gene,luciferin
ge16728,Gene,interleukin6IL6
ge11116,Gene,SPON2
di11749,Disease,Endometriosis
ch2757,Chemical,osimertinibtreated
ge14553,Gene,METamp
di3053,Disease,TMBL
ge9399,Gene,hNatDH4G4D
ge20990,Gene,mucin
ge20094,Gene,antiNSCLC
ch4718,Chemical,Nacetylglucosamine
ge4712,Gene,AhRmediated
ge18226,Gene,TNFRSF1A
ge543,Gene,circSETD3
di14768,Disease,ERMS
ge15149,Gene,COVID19related
ge9741,Gene,ferroportin
ge16567,Gene,NEUROD1
di10461,Disease,CHRT
ge17659,Gene,AUARK
ge8199,Gene,HIGD1A
ch2754,Chemical,14123triazoles
ge10878,Gene,mtTFA
di1570,Disease,CK5positive
ge8634,Gene,UBE2L3
ge16741,Gene,UpIIIb
ge7968,Gene,MAXPDL1
di8786,Disease,earlystage
ge10996,Gene,Smp43
ge19346,Gene,ccIMT
ge847,Gene,STATSLC7A11
ge2595,Gene,NS1
di3821,Disease,PBC
ch4232,Chemical,Hsacirc0041150
ge5975,Gene,ErbB3
ge7363,Gene,FAT1
ch3276,Chemical,SAA
ge16497,Gene,SBS87
di982,Disease,atherosclerosis
ge3837,Gene,hLF
ch416,Chemical,Si
ge2616,Gene,PGAM1
ge9958,Gene,Leptin
ge12885,Gene,METex14MDM2amp
ch2104,Chemical,RuIIcyclopentadienyl
ge10023,Gene,HIF1B
ch225,Chemical,Nnitrosotrischloroethylurea
ge513,Gene,BCL2BAX
ch637,Chemical,Dacomitinib
ge13870,Gene,Ascl1
ge18043,Gene,cytokine
ge2924,Gene,IRP2
ge19294,Gene,PDE4D
ge11938,Gene,KirstenRas
ge12534,Gene,PARPinhibitor
ch5711,Chemical,celecoxib
ge4798,Gene,miR1865pEGFR
ge11884,Gene,SETDB2NRF2
ge6941,Gene,Lca
ge2185,Gene,miRTarBase
ge9786,Gene,LPM
ge15318,Gene,CYP2B6
ge13294,Gene,siTGFbeta
ch2924,Chemical,KYN
di408,Disease,pelvic
di12093,Disease,SRC
ge17024,Gene,DG1
ge10086,Gene,CD56
ge8015,Gene,ESelectin
ge17865,Gene,pancaspase
ch5427,Chemical,SP600125
ch5142,Chemical,CisGem
ch1859,Chemical,CrizotinibLoaded
ge7464,Gene,CD39CD103
di5198,Disease,OLNM
ge3524,Gene,circSWT1
ge20215,Gene,H3K9ace
ge6302,Gene,PD1CD68
ge18027,Gene,STK11LKB1Deficient
ge15360,Gene,MiR2185p
ch5262,Chemical,DHAmediated
ch2235,Chemical,GlyMet
